date;qty
30.06.2021;402042
01.07.2021;493772
02.07.2021;442415
03.07.2021;448432
04.07.2021;332992
05.07.2021;500888
06.07.2021;326304
07.07.2021;438415
08.07.2021;598314
09.07.2021;414287
10.07.2021;408415
11.07.2021;368623
12.07.2021;411508
13.07.2021;532838
14.07.2021;480924
15.07.2021;429089
16.07.2021;510525
17.07.2021;473519
18.07.2021;444106
19.07.2021;570872
20.07.2021;468076
21.07.2021;513340
22.07.2021;501454
23.07.2021;509570
24.07.2021;513981
25.07.2021;472813
26.07.2021;480093
27.07.2021;376845
28.07.2021;366442
29.07.2021;458692
30.07.2021;368108
31.07.2021;441807
01.08.2021;435782
02.08.2021;384658
03.08.2021;480615
04.08.2021;515164
05.08.2021;580958
06.08.2021;508223
07.08.2021;456617
08.08.2021;484143
09.08.2021;606278
10.08.2021;421287
11.08.2021;440634
12.08.2021;492631
13.08.2021;436283
14.08.2021;428666
15.08.2021;510159
16.08.2021;158296
17.08.2021;214984
18.08.2021;216928
19.08.2021;225255
20.08.2021;411807
21.08.2021;446236
22.08.2021;405840
23.08.2021;484864
24.08.2021;409094
25.08.2021;482649
26.08.2021;506103
27.08.2021;491156
28.08.2021;470188
29.08.2021;484149
30.08.2021;528361
31.08.2021;534593
01.09.2021;493093
02.09.2021;597027
03.09.2021;823230
04.09.2021;525168
05.09.2021;406702
06.09.2021;443349
07.09.2021;449259
08.09.2021;523167
09.09.2021;544829
10.09.2021;466093
11.09.2021;351603
12.09.2021;434398
13.09.2021;507626
14.09.2021;403604
15.09.2021;365814
16.09.2021;530243
17.09.2021;446591
18.09.2021;524213
19.09.2021;468554
20.09.2021;489568
21.09.2021;434333
22.09.2021;497218
23.09.2021;434981
24.09.2021;702610
25.09.2021;549397
26.09.2021;517056
27.09.2021;548184
28.09.2021;429539
29.09.2021;532449
30.09.2021;529031
01.10.2021;745040
02.10.2021;604732
03.10.2021;493325
04.10.2021;443953
05.10.2021;588860
06.10.2021;462455
07.10.2021;486251
08.10.2021;646107
09.10.2021;530204
10.10.2021;478914
11.10.2021;421855
12.10.2021;375101
13.10.2021;405162
14.10.2021;476727
15.10.2021;480447
16.10.2021;457894
17.10.2021;390547
18.10.2021;370533
19.10.2021;315385
20.10.2021;380209
21.10.2021;454237
22.10.2021;392834
23.10.2021;403683
24.10.2021;335478
25.10.2021;396574
26.10.2021;283406
27.10.2021;391441
28.10.2021;447971
29.10.2021;349907
30.10.2021;311070
31.10.2021;334941
01.11.2021;345850
02.11.2021;285226
03.11.2021;310352
04.11.2021;305949
05.11.2021;248369
06.11.2021;46053
07.11.2021;24337
08.11.2021;20451
09.11.2021;84815
10.11.2021;431785
11.11.2021;592507
12.11.2021;414961
13.11.2021;316300
14.11.2021;411169
15.11.2021;347178
16.11.2021;200350
17.11.2021;267294
18.11.2021;328318
19.11.2021;329345
20.11.2021;314063
21.11.2021;266950
22.11.2021;391905
23.11.2021;271921
24.11.2021;354693
25.11.2021;535095
26.11.2021;490400
27.11.2021;415875
28.11.2021;320717
29.11.2021;444416
30.11.2021;323577
01.12.2021;350790
02.12.2021;527804
03.12.2021;595984
04.12.2021;488064
05.12.2021;351479
06.12.2021;477450
07.12.2021;295091
08.12.2021;438717
09.12.2021;533061
10.12.2021;642102
11.12.2021;425254
12.12.2021;546827
13.12.2021;479940
14.12.2021;503617
15.12.2021;365697
16.12.2021;606152
17.12.2021;471549
18.12.2021;522058
19.12.2021;413624
20.12.2021;480203
21.12.2021;535526
22.12.2021;454331
23.12.2021;454396
24.12.2021;575197
25.12.2021;536475
26.12.2021;476903
27.12.2021;462237
28.12.2021;515826
29.12.2021;517883
30.12.2021;314919
31.12.2021;96036
02.01.2022;47727
03.01.2022;519495
04.01.2022;516047
05.01.2022;542076
